tweet_id_customer,text_customer,tweet_id_uber,text_uber
2221343,Been waiting 20 mins for an @115873 that said they were 2 min away...,2221342,@648785 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.
2221345,@Uber_Support cost me $30 for an 8 and a half minute trip...come on that's ridic! It's only 30 but I'm full time uni &amp; part time working!!,2221344,@648786 Sorry to hear about that. Please send us a note here; https://t.co/oEOANqFpjc and our team will get in touch.
2221347,@Uber_Support Not able to 'sign in' because your server is not working properly at present. Contact me at __email__,2221346,"@648787 Sorry to hear that, Pranshu! Please send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up."
2221349,@Uber_Support #UberIndia #ShameOnYou #TakeAction 🤬😡😡 https://t.co/U1s74oH1pR,2221348,@648787 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.
2221351,"@Uber_Support But like I said on my previous tweet, your servers are down. How can I contact the driver otherwise?",2221350,@648788 Thank you for following up with us. We've received your DM and a member of our team will be in touch shortly.
2221353,"@Uber_Support hello, on a ride this morning in Miami we lost a cell phone, but your servers seem to be down and can’t login online to request assistance.",2221352,"@648788 We're sorry to hear about that, Diego. You can get in contact with your driver through this link here: https://t.co/Sy2fWIhhC2. Please let us know if you have any other questions or concerns."
2221356,"@Uber_Support once again,such a pathetic response- no interest or care!! @115873 #uber #Adelaide #ubereats https://t.co/9ilBUJXEt8",2221354,@338522 Thanks for reaching out. Our team has received your report and will be reaching back out to you as soon as we get the chance.
2221358,@Uber_Support Quick question: can I send someone to the airport using my Uber app on my phone? My husband's phone just died...,2221357,@648789 Here to help! Send us a note here; https://t.co/oPsmsdUCX5 and our team will be able to help.
2221361,It seems my @115873 driver opted out of tips through the app and I didn't realize until it was too late to give cash.,2221359,"@648790 Sorry to hear that, Cori! Unfortunately, we will be unable to retroactively apply a tip to your trip. Please visit https://t.co/r8kAQthr56 for more information on tipping in-app."
2221363,"@121385 @115877 

when you order subway and your sandwhich comes back naked, 😳nude protest ? Conspiracy?☹️☹️ uhm free the nipple? 😩😩😩 #hungergames https://t.co/rUe84Kz6Pf",2221362,"@648791 Happy to help! Send us a note here, https://t.co/OWBkgXcbMl, and our team will follow up."
2221365,@Uber_Support I have been waiting for more than 27 hours. when will my account be up and running and my car not disabled on the app.,2221367,"@642064 Sorry about the delay, Reyaz. We do see you were able to respond into our support platform. A member of our team is on top of this and will be following up with you there. Keep an eye on this update coming your way. We appreciate your patience."
2221368,@Uber_Support Hi thanks for ur message however I have been wsiting for over 24 hours and no one has got back to me. A lady called June messaged me and wanted to.speak to me but I havent hesrd anything from her and said wanted to speak with me eagerly.,2221369,@642064 A member of our team is on top of this and will be following up with you via in app support. Keep an eye on this update coming your way. We appreciate your patience.
2221370,@Uber_Support Have been told this numerous times and have had no results please can this be resolved as I know there is no one on top of this issue Iam having. I need to speak to real people who can deal with this asap,2221371,"@642064 Hey! The issue you are having is something that can not be handled via social. We are working diligently to get the issue fixed, please be patient with us. We will follow up via in app support."
2221366,@Uber_Support I need help as I have issues with my account,2221364,@642064 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
2221374,"Dear @Uber_Support. You suck. Been waiting and waiting like a hooker on the side of the road and been given the runaround by two drivers. I have a high rider rating you know. 😡

Okay, 280 characters seems useful now.",2221373,@648792 Sorry for the trouble! Please send us a DM with your email address so we can follow up.
2221383,@115873 Online support has been none existent! @115873 please respond. And not just with a link to the help page because I have used that and no one is responding on that either,2221382,@648793 Here to help! Please send us a DM with your email address so we can follow up.
2221384,@115873 I have been charged an extortionate cleaning fee for last nights journey and sent pictures of the sick. None of us were sick it was a normal journey. I need to be refunded now. This is clearly a scam. Please sort this.,2221385,@648793 Sorry to hear about that. Send us a note here; https://t.co/0eE9rDRP7W so our team can connect.
2221387,@Uber_Support I had logged a complaint through app,2221386,@440977 We can take a look! Send us a DM with your email address so we can follow up.
2221389,@Uber_Support @Uber_Support  we blindly trust your services but that came from your side is really unprofessionalism,2221388,@440977 Here to help! Send us a note via https://t.co/y4EDPcVZOI so our team can get in touch.
2221393,"@115877 And it's freaking 6am, how is this the time for the most traffic!!!",2221392,@159215 Sorry to hear about that! Send us a DM with your email address so we can follow up.
2221396,@Uber_Support Thanks for contacting after 24 hrs for such a critical issue what about other two issue raised,2221398,@648794 Sorry to hear about the trouble! We've made sure your requests have been escalated correctly. Please reply in-app or by e-mail to continue communication on this. We're happy to help.
2221399,@Uber_Support Nobody reply on app it's more than 2 days now,2221400,@648794 We're very sorry to hear about the delay. Your concerns has been escalated. A member of our team will be in touch as soon as possible.
2221401,@Uber_Support Why don't ur team respond to issues without highlighting here,2221402,@648794 Our team responds to them in the order they are received and will be in touch as soon as possible.
2221403,@Uber_Support U team has not responded from 5 hrs no doubt people choose ola over u such bad customer experience,2221404,"@648794 We do apologize for the delay, Akhil. As previously mentioned our team responses to inquiries in the order they are received. We will be reaching out as soon as we can. Thank you for your continued patience."
2221405,@Uber_Support I kept my patience what are u planning it's been 2 days now how much more time .,2221406,"@648794 We've followed up within your Direct Messages, Akhil!"
2221397,@Uber_Support it's being 5 hrs I have raised such serious concerns nobody cares to  reply and 2 issues which are older than 1 day whats ur stake,2221395,@648794 Sorry to hear about that! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
2221408,@115873 - I have requested to reset my password but the link you sent me in the email takes me to a page with a server error (503 Service Unavailable). Any suggestions?,2221407,@648795 Here to help! Send us a note via https://t.co/7NEPYnmuMH so we can help.
2221410,@115873 I got charged by a driver who never picked me up. Can you help?,2221409,@648796 Here to help! Send us a note here; https://t.co/1xM0TILvAI and our team will be able to help.
2221412,hey @115873 left my phone in the car -  how do i get it back?,2221411,@648797 Here to help! Send us a note via https://t.co/Sy2fWIhhC2 to assist you further.
2221415,"@Uber_Support I don't think the link is relevant to the question I asked.
I asked why it is showing 79 for me and 89 for my friend for same location. He is using @122951  and I am using cash. Is it bcz 10% cashback and in short charged from customer #foolingcustomer",2221413,"@648798 Sorry for the mix-up, please visit for more info; https://t.co/oEOANqFpjc."
2221417,@Uber_Support @122951 Why there is a difference in fare for same place to same place at same time? Is it higher for user who has added ₹550 for 10% Paytm cashback? #Uber #Paytm https://t.co/7Q6Ms9nXbz,2221416,@648798 Here to help! Please visit for more info; https://t.co/a6RfeBkKmr.
2221419,the ubereats dude spilled like half my drink rip in piss,2221418,@648799 Sorry to hear about that! Send us a note via https://t.co/qLzKaGQcAg so our team can get in touch.
2221421,@Uber_Support I made an order and have been waiting for 2 hours and  now suddenly it has been cancelled in Uber eats !!! What kind of worst service is it ? Why can't I get a compensation ?,2221420,"@648800 We're here to help! Send us a note here, https://t.co/bSwh604Pzx and so our team will assist."
2221423,@115873 yall will charge me for each 3 min he waits but when I cancel coz he's been making me wait more than 10 mins yall will charge me $6 👍 https://t.co/ellr2DRPC3,2221422,@648801 Let's take a closer look! Send us a note via https://t.co/1xM0TILvAI so our team can follow up.
2221425,@115873 @Uber_Support your server is down and i cant log in from any computer or browser!!! I need to contact my driver asap!! but you server has been down all night and all day today so far so I am being prevented from logging in! Please help me UBER please,2221424,@648802 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/BDlHSjUF9c so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.
2221427,"@115873 , you're awesome. Your stupidly slow and tedious auth system due to my new my phone resulted in a need to reset my password. Which takes me here ⬇️ https://t.co/itkRVUTtWc",2221426,"@648803 We apologize for the inconvenience. If you could please DM us with the email address and phone number linked to your Uber account, we can connect."
2221429,@Uber_Support Hi I just ordered food with UberEATS in amsterdam and half of my order is missing. How can we solve this?,2221428,"@648804 Sorry to hear this, Nina. Please send us your Uber email address, phone #, and details of the items missing from the order so we can review. https://t.co/sd7yH5jmbJ"
2221431,@Uber_Support @115873 if your driver is late and we cancel the ride why are we being charged???,2221430,@648805 Sorry to hear about that! Can you please contact us via https://t.co/h840Iouehc so our team can connect.
2221433,@Uber_Support @115873  just lost a customer cause they didn't want to refund me £ 13 although I waited 20 minutes without any communication at 5 degrees. After many years of use the service today was despicable.,2221432,@648806 We're here to help! Send us a DM (Direct Message) with your email address associated with your uber account so we can further assist your concern.
2221435,@115877 so silent treatment just standard company policy these days? @Uber_Support #uber #Adelaide #ubereats,2221434,@338522 We've received your DM and a member of our team has reached out. Please review your messages for our response.
2221437,@Uber_Support MY DRIVER ASKED FOR CASH PAYMENT ON A NON-CASH TRIP AS HE SAID DEVICE IS NOT CHARGING SO I PAID HIM IN CASH BUT LATER ON CHARGES GOT DEDUCTED FROM MY ACCOUNT AS WELL. PLS REFUND. MOB:9891055355,2221436,"@648807 Hi, Prasant. Please send us a DM so we can connect.  https://t.co/sd7yH5jmbJ"
2221439,"@115873 Getting ""503 Service Unavailable"" when trying to login",2221438,@648808 We'd be happy to take a look. Please send us the details to this page here; https://t.co/balq3Eyso6.
2221441,Don't have much sympathy for @115873 in London.  Recently quoted £46 fare &amp; charged ridiculously over.,2221440,@648809 Sorry to hear about the trouble! Please send us a message at https://t.co/wW2bTlNcsR with the details and we'll follow up.
2221443,@115873 why cancel my driver ?.???,2221442,@648810 Here to help! Send us a note via https://t.co/e8HVorX5rh so we can help.
2221445,"@115873 I need help with a family profile. Payment works for all of the family but my daughters. It keeps saying scan card and when she tries to, card won't scan. Can't figure out a fix for this. Even deleted and re-added her",2221444,@430399 Here to help! Send us a note via https://t.co/OhfgxSAY58 so our team can get in touch.
2221448,"@Uber_Support @648812 still waiting for someone to attend my query regarding my cancelled trip, you guys are too slow!",2221447,@648811 We're here to help! Send us a DM with your email address so we can connect.
2221450,"i’m so hungry i’m gonna cry, and @115877 keeps delaying my time!! since 2:30!!!!!why meeeeeeee",2221449,"@648812 Hi, Cyrus! You can reach out to our phone support to see what's going on with your order. Please click on the appropriate issue in app under the help section and it will take you to our number to reach out."
2221452,@Uber_Support Why my Uber app is not processing any other payment method than cash transaction?,2221451,"@648813 Happy to help! Send us a note here, https://t.co/yqIhbGRNqi, and our team will follow up."
2221454,@Uber_Support what is the contact details for Uber Sydney? I need to clarify paperwork with them as they have no idea what's going on.,2221453,@648814 We're always here to help! Simply click on the 'Help' button in the app to contact us.
2221456,@Uber_Support check dms please i need help!,2221455,@648815 We've received your DM and a member of our team has reached out. Please review your messages for our response.
2221458,"@115877 and @McDonalds suck... I didnt get my drink, my sauce, and both my cheeseburgers had No cheese... And my large fries were half empty... Then the uber driver said he's not going back after we tipped him... Never again!! 🖕🏼",2221457,"@648816 Happy to help! Send us a note here, https://t.co/ZFaWy0Lkdu, and our team will follow up."
2221460,@Uber_Support Just received another email a few minutes back - 'Your setup is almost complete'. What setup?,2221459,@648817 We've received your DM and a member of our team has reached out. Please review your messages for our response.
2221462,"@115873 @Uber_Support Lads, I've never given my email details to Uber. I've never subscribed to Uber. So why am I getting an email from Uber to my personal email address? Why do I have to 'unsubscribe' to something I never subscribed to? Answers please.",2221461,@648817 Let's take a further look into this. Please send us a DM with your email and phone number linked to the account that you're referring to.
2221464,"@115873 is a joke. Not willing to protect workers' rights, not able to control drivers' conduct, and not going to get with the times. Had an Uber Eats driver try to fight with my brother last week, they're cowboys with little drug runners using them as a front. Ban them for good.",2221463,@648818 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.
2221588,@Uber_Support just had to take a 14 dollar Lyft versus my ride pass 4 dollar Uber pool cause your network is down.  Also spent 15 min trying to get access. Will i get a credit?,2221586,"@143381 So sorry for the trouble! Our team is aware of the issue, and we're working to get back up and running as quickly as possible."
2224241,I just need to ride with uber,2224240,"@649411 Thanks for reaching out to us! For more info about requesting a ride, please feel free to check out https://t.co/jHzoRL7KQm."
2224243,"@Uber_Support My account has been hacked twice in the last three days, and I can't get in w/email or phone to get help. What now?",2224242,"@649412 Oh no Jason, let us help! Can you please provide your account email and number via DM so we can better connect? Thank you"
2224270,@115873 why your app does not inform customer of change on fare. My fare initially said 30.98 and then i was charge 50.00 without knowing,2224269,@649415 Here to help. Send us a note at https://t.co/oEOANqX0aK so our team can connect.
2224272,When there's suddenly hundreds of dollars to Uber in California charged to my bank account... https://t.co/6DS9ZfZuTq,2224271,"@649416 We're here to help, Steven! Please send us a note at https://t.co/aJtaJUwNEK so we can connect."
2224274,"@115873
Bought a new phone. Uber wont let me hail rides.
Contacted support: my phone has been ""used to set up too many other unique accounts""",2224273,@649417 Hi here to help! Please send us a DM with your email address so we can follow up.
2224276,Hey @115873 @Uber_Support it would be cool if you guys actually solved my problem instead of sending me automated messages,2224275,"@649418 Sorry to hear about this, Sophia. Let's take a closer look for you. DM the email address to your Uber account so we can connect."
2224278,"Geez @133311 @115873 your standards in SA are actually now so low, it's revolting. Your cars smell, and your drivers are unprofessional",2224277,"@649419 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch."
2220875,"@115873 Yeah, i found that link but its not quite clear. Just to confirm, you only offer car seats in NYC area, correct?",2224281,@555977 We're here to help! Send us a DM with your email address so we can assist.
2224335,"Why are you Spamming me at 6:13am @Uber_Support #Uber ? Notifications are for rides arriving, not 50% off #Spam",2224334,"@649432 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch."
2226101,@Uber_Support please reply ive been trying to reach you guys for 2 days. Check my email __email__ its urgent,2226100,@385430 We've followed up within your Direct Messages!
2226884,"@Uber_Support hi I've left my phone in a taxi last night, i need to log in to my account but i cant becuaase of 2 step verification",2226883,@650029 Sorry to hear about this! Send a DM with the e-mail or phone number for your account and we'll follow up.
2226889,@115873 shitty buzz your app won’t load,2226888,@650031 Oh no! We can definitely take a closer look. you may proceed to this link https://t.co/u3MyknJaaN so our team can check.
2226891,"@115873 Emma does rent a car as an @115873 driver! Curiously, she doesn't count her fixed costs in working out her self-employed hourly rate? Really?!",2226890,@650032 Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/OhfgxSAY58 so we can assist them further. Please let us know if you have any other questions.
2226895,@Uber_Support is Uber down... I am unable to book a cab,2226894,@650033 We're sorry to hear about any trouble you might be having. Please send us the details to this page here; https://t.co/balq3Eyso6.
2226901,@115873 yo your driver tryna sell us weed,2226900,@650035 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.
2226903,@Uber_Support I don't know why y'all are so determined to stop me getting a curry but the app won't work and neither will the website so fix it https://t.co/XMzfKdYvmd,2226902,@650036 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/PwMnPVp5yK so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.
2226905,@Uber_Support,2226904,@650037 We've received your DM and a member of our team has reached out. Please review your messages for our response.
2226908,"@Uber_Support I have sent a message nothing back yet, can you let me know a timescale this really is poor service",2226906,"@650038 We definitely understand the sense of urgency here, and we assure you that our support team works through these inquiries as quickly as possible. Thank you for your patience with us so far, and be sure to keep an eye out for a follow up. Have a wonderful rest of your day!"
2226910,@Uber_Support How quick will that be I have spent £25 on food and its all inedible so what am I meant to do? Is there a contact number this is awful,2226909,"@650038 Thanks for reaching out. Thanks for reaching out. We don't offer phone support just yet, but we're working on it. 

Our team responds to reports in the order that they arrive. We will be sure to send you a response as soon as we get the chance."
2226912,@Uber_Support order #7E85D has just arrived from Mcdonalds and there is Hot chocolate over all of the food and it is sopping wet. Assistance please?,2226911,"@650038 Sorry for the trouble! Send us a note here, https://t.co/qLzKaGQcAg, and our team will be in touch."
2226914,"Instead of enjoying my three day weekend, I'm trying to sort our a $150 cleaning that charged to my card that I didn't cause. Some over driver decided to falsy accuse me of damaging his vehicle and their proof is 2 pictures of a floor. @115873 really",2226913,@298680 We've replied to your message via direct message and humbly ask you to check your messages.
2226920,@115873 @Uber_Support change in mobile service provider has led to suspension of my mobile number. I cannot log in n book Ur services,2226919,"@650040 Happy to help! Send us a note here, https://t.co/Md7v036OoC, and our team will follow up."
2226922,"@Uber_Support Hi there, I just placed an order with McDonalds through UberEats and some of the food is missing but the restaurant won't help us; is there any way we can get the rest of what we paid for without having to put another order through? Order number is #F39AD",2226921,@650041 Here to help. Send us a note at https://t.co/rpgpQWLRtD so our team can connect.
2226924,@Uber_Support unable to book a ride pls Help,2226923,@650042 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/BDlHSjUF9c so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.
2226926,"@Uber_Support 
i would like to know what is a next step after you have uploaded all documents required because when am trying online session it does not allow me to log n
my code is sphephelom32ue 
email is __email__
i would appreciate if i get the response to myemail",2226925,@650043 We can take a look! Send us a note via https://t.co/LDXEzScUGp so our team can get in touch.
2226928,.@Uber_Support seriously? 3 consecutive pings like this. https://t.co/YIlvnGKZBf,2226927,@650044 Here to help! Can you please send us a DM with your email address and details so we can connect?
2226931,Hey @115873 I don't think I should pay the 5€ if I got picked up and the driver cancelled.... Had to call another Uber.,2226930,@650045 Here to help! Please send us a note at https://t.co/QsI1vsvcif and we'll be happy to look into this for you.
2226933,"@Uber_Support I want to change the password, the reason for forgetting. after following the reset password but the link in the email replies from uber can not be opened. Please help",2226932,@650046 Here to help! Send us a note here; https://t.co/7NEPYnmuMH and our team will be able to assist!
2226935,@Uber_Support Snap shot for your reference .after this incident I have stopped using Uber https://t.co/bcq4bvHkx5,2226934,@650047 Thanks for reaching out. Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.
2226938,@115873 I had a cancelled charges in April in BANGALORE but even in November when I book Uber is continuing to charge a fee in November in mum,2226937,@650047 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.
2226940,Today the uber guy dropped me on the half way before the destination and his behavior was so rude.he stated that the map shows the destination at that place that's why he has to leave me on my way half.when I asked him to show me the map he denied @115873 it's so unprofessional.,2226939,"@650048 Sorry for the trouble! Send us a note here, https://t.co/bGVPYLIm9f, and our team will be in touch."
2226942,@115873 been charged when driver cancelled the trip!!!! Absolutely ridiculous! Shame on you Uber! I want my money back,2226941,@650049 Let's look into that! Send us a note at https://t.co/JyzdtQmyxT so our team can connect.
2194237,"So either the driver saw my complaints and then scored me or @115873 is penalising me for them, but my score went down 0.03 overnight (it hasn’t gone down in ages) @Uber_Support",2226943,@642089 We're here to help! Send us a DM with your email address so we can connect.
2226945,@Uber_Support Can I remove coupons from my account? I have two type of coupon 380yen off and 1000yen off coupon. And 380yen's expires first so that I can only use less valuable. Can I remove only 380yen's?,2226944,@650050 Here to help! For more info about promo codes please visit; https://t.co/CSw3jYhCzc
2226947,"@Uber_Support my sis order uber last week, but then when the uber come, unknown person into the car and the car just go without her. She doesn't cancel and now she need to paid rm5 althought she doesn't went with that uber ? Can you help me ?",2226946,"@650051 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/1xM0TILvAI"
2226949,@Uber_Support still waiting for someone to call me regarding my disabled account been nearly a week now! Surely contacting the account holder should be the first thing you do for a version of accounts to ensure good customer service? Rather then disable it and leave it to them??,2226948,@650052 Sorry to hear about that! Send us a DM with your email address so we can follow up.
2226955,Absolutely shocking service from @115877 tonight. Will never order food using that app again.,2226953,@650054 Here to help! Send us a DM (direct message) with your email address with more info so we can assist.
2226957,@Uber_Support i sent in 2 prders in a row that were unable to be delivered. Very dissatisfied,2226956,@650055 Here to help. Send us a note at https://t.co/nFTc4OVhVn so our team can connect.
2226960,"@Uber_Support I was in Malaysia once in my life, and now I am getting emails from Uber Eats for deals in Kuala Lumpur. The unsubscribe option seems to be for the entire Uber distribution. All I want is to stop getting email about KL. What can I do?",2226958,@650056 We're here to help! Send us a DM with your email address so we can assist.
2226962,@115873 so my driver picked me up to put me out the car 10 mins later because he had to pick someone else up at 4:00 AM......,2226961,@650057 Here to help! Please contact us via https://t.co/fS660rQ8NQ so we can follow up.
2226964,@Uber_Support Me and my colleagues work Arnhemse Bovenweg 160 - 178; we do not have Cantine and we wonder if: you offer service to here and if you offer any discount for more than 15 orders on daily basis?,2226963,@650058 We're here to help! Send us a DM with your email address so we can connect.
2226966,"@115873 Hi I have an uber acct but I change phone recently and the promo code cannot be applied to my device (phone), how can I update my device so that I can use the promo code you sent me?",2226965,@650059 Here to help. Send us a note at https://t.co/lqVgKo4ZO3 so our team can connect.
2226972,@Uber_Support Y’all should really do quality assurance cause my last 3 trips have been trash @115873 @Uber_Support,2226971,@128333 Our team is reviewing your email now and will be in touch. We appreciate your patience.
2226975,These Uber drivers in Houston is the worst!! @115873 @Uber_Support,2226974,"@128333 Sorry for the trouble! Send us a note here, https://t.co/z8NNR56eyf, and our team will be in touch."
2226977,@115873 I can't use your app in Birmingham either. What's going on?,2226976,@650061 Let's take a closer look! Please send us a note at https://t.co/41EELWKjnd and a member of our team will follow up.
2226981,@115873 @87828 Apparently they are leaving the taxi industry in droves. They go treated like shit too! With @115873 they can start when they like.,2226978,"@650062 Here to help! Send us a DM with your email address, contact info and more specific details so we can further assist your concern."
2226983,"@115873 @87828 So @87828, I object to paying a $ a ride to an industry that threw my business away. But it gets better.",2226984,@650062 Here to help. Send us a note at https://t.co/zUe0dj6yoX so our team can connect.
2226993,@Uber_Support I got a new phone and installed Uber and there is no login screen. Also I am not receiving the Text verification. Please Help.,2226992,@650064 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
2226995,"@Uber_Support @115873 I wasted 30 mins trying &amp; waiting for cars to be then cancelled &amp; when I have to use another service, I get charged for cancelling a trip that’s nowhere near ??? How about you paying me for my wasted time ?",2226994,@648772 Here to help. Send us a note at https://t.co/e8HVoseGiP so our team can connect.
2226997,@115877 food so cold.. what do? :(,2226996,"@650065 Sorry for the trouble! Send us a note here, https://t.co/EGiaYE5JMU, and our team will be in touch."
2226999,@115873 Uber MEXICO City your payment system does not work this night. Yesterday same problem Upss..,2226998,@650066 Here to help! Send us a note via https://t.co/OhfgxSjmGy so we can help.
2227001,Hey it's me your local moron I just ordered my ubereats to Perth and not Brunswick. How do I join MENSA?,2227000,@650067 Here to help! Send us a DM with your email address so we can connect.
2227003,I can’t be the only one who thinks this but does @115877 pick you up and take you to get the food or does it deliver it. I’m so confused.,2227002,@650068 Here to help!  Please follow the link https://t.co/HlbTgAt26C for more info.
2227005,@Uber_Support  I sent an message thought you support app 15 hours ago still no reply. What's the delay?,2227004,"@650069 We're happy to help, David! A member of our team is looking into this matter and will reach out to you as soon as possible. Thank you for your continued patience."
2227263,I love @115877 . They'll ignore even the most basic road signs and abuse pedestrians to ensure your food reaches you 10 seconds quicker.,2227262,@650134 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.
2227374,@115873 sends offer 10/21 for 50% off rides all week from 10/19-10/22?!!! How do I lose 3+ days of my offer?,2227373,@650163 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
2227376,@115873 Fuck you bastards! Fucking Service!,2227375,@650164 We apologize for the trouble! Send us a DM with your email address with additional details and we'll follow up.
2227378,@Uber_Support Sent the mail id via private message,2227380,@650165 We've responded via DM!
2227382,@Uber_Support For this order which is last second order. https://t.co/KwIltNzNd7,2227384,@650165 We have followed up via DM.
2227379,@Uber_Support I checked that but issue not resolved.,2227377,@650165 Please DM us your Uber account email address so we can connect. https://t.co/sd7yH5jmbJ
2227388,@115877 +Adding @87972,2227387,"@650165 We can look into this with you, Shaz. Can you please send a note our way via https://t.co/uqkboJBiJd?"
2227391,"@Uber_Support hi, I need to contact someone about my most recent ride. I need a full refund for my incompetent driver; not a fare adjustment",2227390,@299463 Here to help! Could you please DM us with your Uber email and a description of the trip so that we can look into this?
2227393,@Uber_Support I can’t login back in to my account. It’s telling me phone number is attached to another phone number. Please advise,2227392,@650166 Please connect with us at https://t.co/BDlHSjUF9c so we can look into this.
2227395,@Uber_Support Messaged,2227397,@650167 We see your DM and a member of our team will be in contact shortly.
2227396,Thanks for wasting my money @115877,2227394,@650167 We want to follow up. Please provide us with details of your support inquiry via DM. We're here to help.
19628,@Uber_Support Hello please check your messages as soon as possible,2227656,"@507829 We've followed up within your Direct Messages, Yasir!"
2229704,Hey @115877 ordered food last Sunday and my cars still hasn’t been charged. Why so long?,2229703,"@650714 We apologize for the trouble! Send us a note here, https://t.co/3eYc7uUEUm, and our team will be in touch."
2229706,"Hi @115873. I planned a timely trip to the airport, but the driver who picked up my call drove in circles for 15m before canceling. +",2229705,"@650715 Sorry for the trouble! Send us a note here, https://t.co/593jusCquh and our team will be in touch."
2229708,"@115873 my account was disabled two weeks and i didn't received any single mail about the account after filling activation form of uber 
#very #poor #support #uber
#myphoneno #+94770255660",2229707,@650716 We can take a look! Send us a note via https://t.co/tv4psVy8sr so our team can get in touch.
2229710,Swear @115873 need an option where people can type their problems out and submit it 🙄 the options never match my issues,2229709,@650717 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.
2229712,@Uber_Support Do you call your riders???,2229714,@650718 We don't currently offer phone support. We've notified the appropriate team and they will be reaching out as soon as possible regarding this. Thanks for your patience!
2229715,@Uber_Support Check driver parvinder he just cancelled my booking as well as in morning after asking destinations. Block his id,2229716,@650718 Sorry to hear this was your experience! Please send us a note at https://t.co/e8HVorX5rh so our team can connect right away.
2229717,@Uber_Support Already reported one more driver named ashok cancelled the booking. Am stranded outside office from last 30 mins,2229719,@650718 Appreciate you letting us know. A member of our team will be in touch with you via our in-app support soon. Your continued patience is greatly appreciated.
2229713,@Uber_Support Even after taking Uber pass. I am being overcharged?? On my today's and yesterday trip. Now don't ask for raising complaint already did that,2229711,@650718 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
2229723,@116288 @Uber_Support 2 consecutive s rides charged more than upfront fare today. I feel cheated now riding with Uber,2229720,"@650718 We're sorry to hear about that, Arjun. If you could please DM us with the email address linked to your Uber account, we can connect."
2229725,Thanks @115873 I need you to send me an email with a ride pass in it. https://t.co/TpTYxHnOa2,2229724,"@650719 Hi! Ride passes are still in testing and only available to a select number of riders each month. If eligible, you'll be notified via email."
2229727,@Uber_Support waiting to hear back from you guys. A driver has charged me a ridiculous fare!,2229726,@650720 We apologize for the trouble! Send us a DM with your email address and we'll connect.
2229729,Why is  @Uber_Support always locking my account. I’m just gonna start taking Lyft bc i never have issues 🙄,2229728,@417007 We'll be following up via DM with additional info. Keep an eye out for our message!
2229731,My @115873 foods driver is now driving away from me and now farther away then when he started and I want to riot,2229730,@650721 Here to help! Follow up here; https://t.co/1T6jbFraO8 and our team will connect right away.
2229733,@115877 unable to order from uber eats.  Error in payment. Unable to add cards or paytm account.,2229732,@650722 Please connect with us at https://t.co/PwMnPVp5yK and we'll be happy to look into this.
2229735,@Uber_Support someone tried to hack into my account. I got messages of codes,2229734,@650723 We apologize for the trouble! Connect with us through https://t.co/kGIXas5Cxg and we'll be in touch.
2229737,@Uber_Support dawg why does it say my number is already linked to an account but I’ve never linked my number to an account? Help me please I️ got places to be n people to see.,2229736,"@650724 We'd be happy to take a look into this. Please share details here; https://t.co/WvFcM6aFYx, so our team can further review and assist."
2229740,"@Uber_Support I've had issues for weeks paying with Apple pay. The prompt never comes up and it says ""something went wrong"" when I attempt to add a tip. I've deleted the app, restarted my phone, etc. I have another payment method but it always defaults to Apple Pay. Works w lyft",2229738,"@650725 Here to help! Follow up here; https://t.co/5MN4s6W3AA, and our team will connect right away."
2229742,@Uber_Support I have messaged you another issue.,2229741,@650726 We'll be sure to follow up with your DM.
2229745,@115873 “Reset password” link fails due to redirect loop https://t.co/IB0S4Bqs3b,2229743,@650727 Hey Denis! Please try using this link https://t.co/7NEPYnmuMH. Let us know if you have further questions.
2229753,@115873 can someone message me please as i have left some very important items in an uber but uber seem to be doing nothing about it. Have asked to be put in contact with the specific driver but haven't received anything.,2229752,@650728 We're here to help! Send us a DM with your email address so we can connect.
